400005377	vl 1, 2 missing	
400005378	vl 1, 2 missing	
400005379	vl 1, 2 missing	
400005380	vl 1, 2 missing	
400005381	vl 1, 2 missing	
400005382	vl 1, 2 missing	
400005383	vl 1, 2 missing	
400005386	vla missing	
400005387	vla missing	
400005388	vla missing	
400005389	vla missing	
400005390	vla missing	
400005391	vla missing	
400006318	S	missing
400006337	orch	missing
400006340	vl and b	missing
400006358	vla, vlc 1, 2; fl 1, 2; cor 1, 2	missing
400006358	vl 1	missing
400006359	orch	missing
400006388	vla; cor 1, 2	missing
400006435	ob	missing
400006469	fl 1, 2 and cor 1, 2	missing
400006477	cor 1	missing
400006479	S	missing
400006558	S	missing
400006572	S	missing
400006592	vla 1, 2, vlc, b; ob 1, 2	missing
400006593	vla 1, 2, vlc; ob 1, 2	missing
400006597	vl princ, vl 2, vl 2 rip	missing
400006600	vl 2, vla; ob 1, 2; cor 1, 2	missing
400006600	vl 2	missing
400006654	vla	missing
400006663	S	missing
400006708	vla; ob 1, 2; cor 1, 2	missing
400006720	vl 2	missing
400006721	vl 2	missing
400006722	vl 2	missing
400006723	vl 2	missing
400006737	timp	missing
400006739	vla; winds	missing
400006746	vla; ob 1, 2; cor 1, 2	missing
400006827	winds	missing
400006829	winds	missing
400006839	other parts missing	
400006841	vl 2, vla and b missing	
400006854	V probably missing	
400006896	tr da caccia 1, 2 missing	
400006903	cor 1, 2 missing	
400006911	vl 2, vla, tr 1 and 2 da caccia missing	
400006913	other parts missing	
400006914	other parts missing	
400006917	cor 1, 2 missing	
400006940	vl missing	
400006943	vl and org missing	
400006945	vl 2 missing	
400006946	vl 2 missing	
400006947	vl 2 missing	
400006958	other parts missing	
400006975	other parts missing	
400006981	org missing	
400006991	other parts missing	
400006993	cor 1, 2 missing	
400006995	vl 1, fl 1, fl 2, ob 1, ob 2, cor 2 and clno 2 missing	
400006996	vl 1, fl 1, fl 2, cor 2  missing	
400006997	vl 1 and cl 2 missing	
400007004	other parts missing	
400007008	cl 2 missing	
400007039	ob 2 missing	
400007044	tr missing	
400007054	vl missing	
400007061	other parts missing	
400007068	vl 1 missing	
400007076	vl missing	
400007077	vl and pf missing	
400007078	pf 1 missing	
400007090	other parts missing	
400007092	V missing	
400007098	vl 1, 2, vla, vlne, org (= bc.fig) missing	
400007100	clno 2, 3, 4 and timp missing	
400007105	vl 2 missing	
400007113	fl missing	
400007116	tr da caccia missing	
400007117	other parts missing	
400007128	S 1 missing	
400007169	B missing	
400007235	S 1 missing	
400007237	V missing	
400007237	org missing	
400007237	V missing	
400007338	1st aria missing	
400007370	fl missing	
400007372	vl 2 missing	
400007373	winds missing	
400007377	vl 2 missing	
400007406	vl 1 missing	
400007413	other parts missing	
400007416	other parts missing	
400007417	other parts missing	
400007420	other parts missing	
400007421	other parts missing	
400007425	other parts missing	
400007434	B and instrumental parts missing	
400007435	B and instrumental parts missing	
400007436	B and instrumental parts missing	
400007437	B and instrumental parts missing	
400007438	Instrumental parts missing	
400007439	b missing	
400007475	vl, vlc missing	
400007476	vl, vlc missing	
400007477	vl, vlc missing	
400007673	vl 1, 2 missing	
400007674	vl 1, 2 missing	
400007675	vl 1, 2 missing	
400007676	vl 1, 2	missing
400007677	vl 1, 2 missing	
400007679	cor 1, 2 missing	
400007687	p.1; 2-3, 1, 1, 1	x
400007688	p.2, 2; 3-4, 2, 2, 2	x
400007689	p.1-4, 1-5, 1-4, 1-4	x
400007690	p.4-7, 5-8, 5-7, 4-7	x
400007691	p.8-12, 8-11, 7-10, 7-10	x
400007703	other parts missing	
400007704	other parts missing	
400007705	other parts missing	
400007706	other parts missing	
400007707	other parts missing	
400007708	other parts missing	
400007709	other parts missing	
400007710	other parts missing	
400007722	other parts missing	
400007723	tr missing	
400007725	winds missing	
400007730	other parts missing	
400007735	vl 2 missing	
400007736	clno and timp missing	
400007766	clno 1, 2 missing	
400007769	A solo and coro missing	
400007774	T missing	
400007775	instrumental parts missing	
400007782	other parts missing	
400007784	winds and stck see original version	
400007787	B and vla missing	
400007789	B missing	
400007790	B missing	
400007791	B missing	
400007792	B missing	
400007793	B missing	
400007794	B missing	
400007795	B missing	
400007796	B missing	
400007797	B missing	
400007798	B missing	
400007799	B missing	
400007813	all instrumental parts incpl	
400007830	vl 2 missing	
400007831	vl 2 missing	
400007832	vl 2 missing	
400007841	S and cor 1, 2 missing	
400007842	clno 1 missing	
400007843	other parts missing	
400007862	A missing	
400007870	vla missing	
400007875	cor 1, 2 missing	
400007883	other parts missing	
400007895	vl 2 and vlc missing	
400007897	other parts missing	
400007899	vl 3, 4 missing	
400007901	S, A, T missing	
400007904	other parts printed	
400007918	other parts probably missing	
400007920	other parts missing	
400007922	fl 1, 2 missing	
400007926	vla missing	
400007942	other parts missing	
400007943	other parts missing	
400007949	vl 1 missing	
400007960	other parts printed	
400007961	other parts printed	
400007963	fag 1 and cor 1 missing	
400007976	other parts printed	
400007985	Choir parts printed	
400007988	vl 1 missing	
400008000	winds missing	
400008002	other parts printed	
400008009	other parts printed	
400008010	other parts printed	
400008011	other parts missing	
400008012	other parts (fl, ob, fag 1, cor) printed	
400008013	other parts printed (fl, ob, fag 1, cor)	
400008015	other parts printed	
400008018	other parts printed	
400008019	other parts printed	
400008020	other parts printed	
400008022	other parts printed	
400008031	timp missing	
400008048	other parts missing	
400008059	other parts printed	
400008080	fl 1, 2 missing	
400008097	vl 1 missing	
400008099	other parts printed	
400008106	other parts printed	
400008135	other parts printed	
400008136	other parts printed	
400008137	other parts printed or in later copies	
400008139	other parts printed	
400008177	p.1-9, 1-6, 1-6, 1-5	x
400008178	p.9-13, 6-10, 6-10, 6-10	x
400008179	p.13-19, 10-15, 10-15, 10-15	x
400008181	other parts missing	
400008191	vl 1 missing	
400008210	other parts missing	
400008221	other parts printed	
400008224	other parts printed	
400008228	ob 2 missing	
400008233	tr missing	
400008237	other parts printed	
400008255	ob 2 missing	
400008272	S 1 missing	
400008365	other parts missing	
400008374	other parts missing	
400008376	other parts missing	
400008377	other parts missing	
400008378	other parts missing	
400008384	other parts missing	
400008388	orch parts missing	
400008391	vlc missing	
400008416	other parts printed	
400008422	Other parts missing	
400008424	other parts missing	
400008425	other parts missing	
400008427	vocal parts missing	
400008431	other parts missing	
400008463	other parts missing	
400008464	no further indication	
400008472	other parts printed	
400008473	other parts printed	
400008474	other parts printed	
400008475	other parts printed	
400008476	other parts printed	
400008477	other parts printed	
400008484	vl 1 missing	
400008485	vl 1 missing	
400008486	vl 1 missing	
400008487	vl 1 missing	
400008488	vl 1 missing	
400008489	vl 1 missing	
400008490	other parts printed	
400008491	other parts printed	
400008492	other parts printed	
400008493	other parts printed	
400008494	other parts printed	
400008495	other parts printed	
400008496	other parts printed	
400008497	other parts printed	
400008498	other parts printed	
400010906	other parts missing	
400010924	vl 2 missing	
400010925	vl 1 missing	
400011291	other parts missing	
400011301	clno 2 missing	
400011308	cor missing	
400011311	ob 1, 2, cor 1, 2 missing	
400011341	vocal parts missing	
400011366	vl 2 probably missing	
400011372	S missing	
400011393	cor 1, 2 missing	
400011415	vl 2, fl 2 missing	
400011428	other parts missing	
400011433	vl 1, 2, vlc missing	
400011434	cemb, vl 1, vlc missing	
400011448	other parts missing	
400011494	cor missing	
400011500	other parts missing	
400011501	other parts missing	
400011502	other parts missing	
400011519	other parts missing	
400011520	other parts missing	
400011526	other parts missing	
400011546	vl missing	
400011582	ob missing	
400011600	vl 2 missing	
400011606	other parts probably missing	
400011651	Coro 1 B missing	
400011672	other parts missing	
400011677	other parts probably missing	
400011690	ob obl 1, 2 missing	
400011691	ob missing	
400011692	other parts missing	
400011703	V missing	
400011707	cor 1, 2 missing	
400011712	vocal parts and clno 2 missing	
400011714	vla and cor 2 missing	
400011729	orch parts missing	
400011732	other parts missing	
400011780	vl conc 1, 2 missing	
400011784	vl conc 1, 2 missing	
400011809	other parts missing	
400011839	parts missing	
400011841	vl 2 missing	
400011847	S missing	
400011871	vl, vlc probably missing	
400011872	orch probably missing	
400011875	vl and b missing	
400011878	vl, vlc missing	
400011879	vl, vlc missing	
400011880	vl, vlc probably missing	
400011882	vl, b missing	
400011887	cor 1, 2 missing	
400011888	fl missing	
400011904	other parts missing	
400011905	other vocal parts missing	
400011909	timp missing	
400011917	other parts missing	
400011925	cor 1 (orch 1) missing	
400011927	tr 1 missing	
400011929	Coro 1 and cor 1 missing	
400011932	A missing	
400011950	other parts probably missing	
400011951	T 1 (orch 1) missing	
400011955	A missing	
400011972	ob 1, 2 and cor 1, 2 missing	
400011983	timp missing	
400011984	winds missing	
400011990	winds missing	
400011995	cor 1, 2 missing	
400011997	cl 2 missing	
400011999	vla 1 and 2 missing	
400012004	clno 1, 2 missing	
400012015	fag missing	
400012020	fl missing	
400012021	ob 1, 2 missing	
400012094	other parts missing	
400012097	vl 1 missing	
400012098	other parts missing	
400012110	cor 2 missing	
400012118	vla missing	
400012130	cor 1, 2 missing	
400012139	S missing	
400012154	vocal part missing	
400012159	vl, vlc missing	
400012181	vl 2 missing	
400012182	cor 1 missing	
400012185	cemb missing	
400012191	vl 1, vlc missing	
400012192	other parts missing	
400012195	vlc missing	
400012217	vl 1, 2 missing	
400012247	perhaps other parts missing	
400012248	perhaps other parts missing	
400012251	other parts missing	
400012252	other parts missing	
400012257	perhaps other parts missing	
400012259	perhaps other parts missing	
400012269	other part missing	
400012276	vla 2 missing	
400012287	other parts missing	
400012288	other parts missing	
400012291	S 1 missing	
400012293	A missing	
400012307	vl 2 missing	
400012310	vla missing	
400012311	other parts missing	
400012317	S 2 missing	
400012347	vla 2 missing	
400012348	cl 1, 2 missing	
400012357	other parts missing	
400012370	pf missing	
400012373	vlc missing	
400012381	fl 1 missing	
400012388	other parts missing	
400012389	other parts missing	
400012401	other parts missing	
400012402	other parts missing	
400012403	other parts missing	
400012437	other parts missing	
400012460	vl 1 missing	
400012484	vl 1, 2 and cor 1, 2 missing	
400012493	b missing	
400012503	other parts missing	
400012505	ob 1 missing	
400012516	vocal parts missing	
400012518	other parts missing	
400012519	vocal parts missing	
400012541	timp missing	
400012558	fl 1 missing	
400012559	ob 1 missing	
400012598	vla and b missing	
400012618	cl 1, 2 missing	
400012661	fl missing	
400012670	b missing	
400012675	vlc missing	
400012676	other parts missing	
400012687	other parts missing	
400012705	other parts missing	
400012735	ob 1, 2 and cor 1 missing	
400012742	V missing	
400012747	T 1, 2 missing	
400012748	clno 1, 2 missing	
400012751	other parts missing	
400012753	A missing	
400012760	cor missing	
400012768	other vocal parts missing	
400012788	other parts missing	
400012816	V 1, 2 missing	
400012826	other parts missing	
400012836	vl 1, b missing	
400012855	other parts missing	
400012857	other parts missing	
400012871	vl 1 missing	
400012875	vla 2 missing	
400012885	other parts missing	
400012897	A, T, B missing	
400012898	A, T, B missing	
400012901	vl 1 missing	
400012902	fl 2 and ob 2 missing	
400012905	other parts printed	
400012906	other parts printed	
400012907	other parts printed	
400012908	other parts printed	
400012928	other parts missing	
400012930	other parts missing	
400012937	cor 1, 2 missing	
400012939	vl 2 missing	
400012942	other parts missing	
400012948	vla missing	
400012982	cor 1, 2 missing	
400012983	timp missing	
400012986	other parts missing	
400012987	other parts missing	
400012999	2 V missing	
400013004	other parts missing	
400013007	other parts missing	
400013054	cor missing	
400013066	fl missing	
400013070	cor 1, 2, timp missing	
400013088	ob 2 missing	
400013102	other parts missing	
400013119	cl, ob missing	
400013121	fl, cor missing	
400013123	fl 2 missing	
400013146	T, B missing	
400013152	vl missing	
400013173	vocal parts missing	
400013177	S probably missing	
400013209	other parts missing	
400013226	vlc missing	
400013253	cl 2 missing	
400013256	other parts missing	
400013274	vl 1, vla 1, 2 missing	
400013289	A, T, B missing	
400013298	S, A missing	
400013333	timp missing	
400013407	vl 1 missing	
400013411	tr missing	
400013445	fag 1 missing	
400013452	vl 2 missing	
400013487	b, corni missing	
400013504	other parts missing	
400013508	other parts missing	
400013524	cemb missing	
400013525	cemb missing	
400013526	cemb missing	
400013527	cemb missing	
400013528	cemb missing	
400013529	cemb missing	
400013530	cemb missing	
400013597	other vocal parts missing	
400013681	vla; winds	missing
400013682	vla; winds	missing
400013683	vla; winds	missing
400013684	vla; winds	missing
400013701	V missing	
400013786	B missing	
400013793	cor 2 missing	
400013809	cor missing	
400013832	S missing	
400013835	timp missing	
400013851	S and T in Coro 1 missing	
400013854	T in Coro 1 and 2 missing	
400013875	other parts missing	
400013881	vl 1, 2 missing	
400013882	vl 1, 2, missing	
400013883	vl 1, 2 missing	
400013884	vl 1, 2 missing	
400013885	vl 1, 2 missing	
400013886	vl 1, 2 missing	
400013887	vl 1, 2 missing	
400013888	other parts missing	
400013945	other parts missing	
400013946	a-vla, cor 1, 2 missing	
400013947	a-vla missing	
400013948	a-vla missing	
400013949	vlioletta missing	
400013950	violetta missing	
400013951	vla missing	
400013953	vla missing	
400013954	vl 1, vla missing	
400013955	vla missing	
400013956	vla missing	
400013957	a-vla missing	
400013958	a-vla missing	
400013959	a-vla missing	
400013960	vl 2, vla missing	
400013961	vl 2, vla missing	
400014001	vocal part missing	
400014007	orch parts missing	
400014008	Parts of Coro 1 missing	
400014049	other parts missing	
400014061	vla missing	
400014079	B and other instrumental parts missing	
400014083	vl 2, cor 1, 2 missing	
400014084	vl 2 missing	
400014095	ob 1, cor 2 and other parts missing	
400014103	S (Cavatina) missing	
400014113	other parts missing	
400014123	2f.	x
400014137	other parts missing	
400014139	V missing	
400014140	other parts missing	
400014142	other parts missing	
400014147	A missing	
400014179	cor 1 and 2 missing	
400014180	org 1, 2 missing	
400014186	tr 1, 2 missing	
400014197	cl 1 missing	
400014227	other parts missing	
400014228	other parts missing	
400014246	other parts missing	
400014252	other parts missing	
400014256	ob 1 missing	
400014258	other parts missing	
400014267	other parts missing	
400014268	org missing	
400014273	A 2 and B 2 missing	
400014273	beginning of S 1 missing	
400014284	other parts missing	
400014311	other parts missing	
400014312	fl 2 and vocal parts missing	
400014313	bc missing	
400014343	other parts missing	
400014344	other parts missing	
400014345	other parts missing	
400014359	other parts missing	
400014392	other parts missing	
400014419	vocal part missing	
400014427	vl missing	
400014432	other parts missing	
400014441	org 1, 2 missng	
400014451	instrumental parts missing	
400014480	other parts missing	
400014493	other parts missing	
400014500	other parts missing	
400014504	other parts probably missing	
400014510	other parts missing	
400014511	other parts missing	
400014534	other parts missing	
400014552	clno 1 missing	
400014561	other parts missing	
400014563	other parts missing	
400014566	vla missing	
400014568	cor 1, 2, missing	
400014569	other parts missing	
400014575	cor 1 missing	
400014578	vl 2 missing	
400014579	ob 2 missing	
400014580	fl 1, cor 2 missing	
400014588	vla missing	
400014591	vl 2, fl 2 missing	
400014616	clno 1 missing	
400014617	clno 2 missing	
400014618	other parts missing	
400014633	other parts missing	
400014635	cl 2, fag 1 missing	
400014636	vl 2, fl 1, 2 missing	
400014637	vla 2, cl 2 missing	
400014644	vla 1, 2 missing	
400014649	S 1 missing	
400014652	b missing	
400014720	ob 2 missing	
400014726	ob 1, 2 missing	
400014735	ob 2 and cor 1, 2 missing	
400014779	fl 1, 2 and cor 1, 2 missing	
400014789	other parts probably missing	
400014791	other parts missing	
400014792	other parts missing	
400014793	other parts missing	
400014794	other parts missing	
400014796	cor 2 missing	
400014806	other parts missing	
400014807	ob 1 and cor 1 missing	
400014831	other parts missing	
400014833	other parts missing	
400014834	vocal parts missing	
400014837	cemb missing	
400014841	org missing	
400014842	A missing	
400014844	other parts missing	
400014848	other parts missing	
400014855	clno 1, 2 missing	
400014856	cor 1, 2 missing	
400014878	other parts missing	
400014882	vla 1 missing	
400014883	other parts missing	
400014890	other parts missing	
400014903	cor 2 missing	
400014909	S missing	
400014915	clno 2 missing	
400014918	other parts missing	
400014931	other parts missing	
400014932	other parts missing	
400014934	other parts missing	
400014942	other parts missing	
400014943	in -4	
400014944	other parts missing	
400014945	other parts missing	
400014947	other parts missing	
400014950	other parts missing	
400014951	other parts missing	
400014952	clno 1 missing	
400014953	other parts missing	
400014954	other parts missing	
400014955	other parts missing	
400014956	other parts missing	
400014957	other parts missing	
400014958	other parts missing	
400014966	vla missing	
400014981	other parts printed	
400014985	other parts printed	
400014986	other parts printed	
400014987	other parts printed	
400014994	cor 2 missing	
400015017	other parts printed	
400015018	other parts printed	
400015019	other parts printed	
400015020	other parts printed	
400015021	other parts printed	
400015026	other parts printed	
400015027	other parts printed	
400015028	other parts printed	
400015029	other parts printed	
400015043	other parts printed	
400015045	cl missing	
400015046	other parts printed	
400015051	vocal parts printed	
400015053	other parts printed	
400015054	vocal parts missing	
400015057	fag 2 and vocal parts missing	
400015060	other parts printed	
400015063	other parts missing	
400015065	tr 2 missing	
400015066	other parts printed	
400015069	fl 1 missing	
400015070	other parts printed	
400015072	fl 2, trb 2 missing	
400015074	other parts printed	
400015083	other parts missing	
400015104	other part(s) missing	
400015117	V 2 missing	
400015118	V 2 missing	
400015120	B 2 missing	
400015122	V 2 missing	
400015128	vl	missing
400015145	other parts missing	
400015161	other parts missing	
400015190	other parts missing	
400015191	other parts missing	
400015192	other parts missing	
400015193	other parts missing	
400015202	other parts missing	
400015203	other parts missing	
400015204	other parts missing	
400015208	other parts missing	
400015209	other parts missing	
400015210	other parts missing	
400016769	other parts missing	
400016770	other parts missing	
400016771	other parts missing	
400016772	other parts missing	
400016773	other parts missing	
400016774	other parts missing	
400034579	other parts missing	
400034580	other parts missing	
400034581	other parts missing	
400034584	other parts missing	
400034585	cl 2 missing	
400034586	vocal parts missing	
400034588	other parts missing	
400034591	other parts missing	
400034592	other parts missing	
400034595	S (Coro 1) and vl 1 missing	
400034597	vl 1 missing	
400034607	B missing	
400034611	other parts missing	
400034614	other parts printed	
400034615	other parts printed	
400034619	other parts printed	
400034620	other parts printed	
400034622	other parts printed	
400034624	other parts printed	
400034626	other parts printed	
400034634	other parts missing	
400034635	ob 1 missing	
400034637	vocal parts missing	
400034639	T missing	
400034651	other parts missing	
400034654	other parts missing	
400034656	choir parts printed	
400034660	clno 1 and cor 1 missing	
400034662	other parts missing	
400034663	other parts missing	
400034664	other parts missing	
400034666	S, vl 2, ob 1, 2, cor 1, 2, clno 1, 2 missing	
400034677	other parts missing	
400034682	fag 1 missing	
400034684	other parts missing	
400034686	other parts missing	
400034687	cor 1, 2 missing	
400034688	other parts missing	
400034689	vl 1, 2, clno or cor 1, 2, org missing	
400034690	cor 1 missing	
400034694	other parts missing	
400034695	timp missing	
400034697	other parts missing	
400034699	timp missing	
400034710	other parts missing	
400034716	other parts missing	
400034718	other parts printed	
400034723	other parts printed	
400034726	other parts printed	
400034727	other parts (except some printed parts) missing	
400034730	vl 2 missing	
400034731	other parts printed	
400034732	other parts printed	
400034733	vocal parts missing	
400034735	vocal parts missing	
400034742	other parts printed	
400034743	other parts missing	
400034748	fl 2 and ob 2 missing	
400034761	other parts missing	
400034762	other parts printed	
400034763	other parts printed	
400034764	other parts printed	
400034765	other parts printed	
400034766	other parts printed	
400034768	other parts printed	
400034770	other parts printed	
400034771	other parts printed	
400034772	other parts printed	
400034774	other parts printed	
400034775	other parts printed	
400034776	other parts printed	
400034777	other parts printed	
400034778	other parts printed	
400035338	other parts missing	
400035339	ob 1 missing	
400035343	other parts missing	
400035349	other parts missing	
400035350	other parts printed	
400035352	ob 2 missing	
400035356	other parts printed	
400035357	ob 1 missing	
400035370	other parts missing	
400039281	other parts missing	
400039282	other parts missing	
400039404	vlc missing	
400039426	vl 1, b missing	
400039427	vl 1, b missing	
400039428	vl 1, b missing	
400039429	vl 1, b missing	
400039430	vl 1, b missing	
400039431	vl 1, b missing	
400039452	cor 1 missing	
400055955	b missing	
400055956	p.1-6, 1-7, 1-7, 1-7, 37-41; 1-6, 39-43; 43-49, 1-6, 11-15, 40-45, 1-6	x
400055957	p.27-33, 29-35, 29-34, 19-25 29-34, 21-27; 26-30, 25-27, 31-34, 23-28, 27-33	x
400055958	p.1-15	x
400055959	p.16-30	x
400055961	p.1-6; 1-14	x
400055962	p.6-10; 14-24	x
400055963	p.10-13; 24-33	x
400055964	p.1-9, 1-8, 1-8, 1-7	x
400055965	p.9-19, 8-18, 8-16, 8-16	x
400055968	winds, timp and org missing	
400055970	A, T and vlne missing	
400055971	clno missing	
400055975	cor 1 missing	
